entity1_canonical_text,entity1_type,pred_label,entity2_canonical_text,entity2_type,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,unique_pmid_count,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title
depressive,DiseaseOrPhenotypicFeature,Association,AChE,GeneOrGeneProduct,General association,1,10.049178,10.049,33540058,1,1,False,False,Potential role of a newly AChE reactivator in the depressive-like behavior induced by malathion.
thiacloprid,ChemicalEntity,Association,CYP6ER1,GeneOrGeneProduct,General association,3,10.047106,8.619,36812404,1,3,True,False,Importance of CYP6ER1 Was Different among Neonicotinoids in Their Susceptibility in Nilaparvata lugens.
molecular oxygen,ChemicalEntity,Association,photosystem II,GeneOrGeneProduct,General association,1,10.045055,10.045,10549155,1,1,False,False,Age dependent alterations in photosystem II acceptor side in Cucumis sativus cotyledonary leaf thylakoids: analysis of binding characteristics of herbicide [14C]-atrazine.
"2,6-dimethylphenyl-1'-methyl-2'-methoxyethylimine",ChemicalEntity,Association,[Ir(H)(2)[(S)-(R)-4](14)]BF(4),ChemicalEntity,General association,1,10.043644,10.044,14695572,1,1,False,True,Chiral iridium [corrected] xyliphos complexes for the catalytic imine hydrogenation leading to the metolachlor herbicide: isolation of catalyst-substrate adducts.
chlorpyrifos,ChemicalEntity,Association,carboxylesterase,GeneOrGeneProduct,General association,1,10.040912,10.041,24766444,1,1,True,False,"Correlation between pesticide resistance and enzyme activity in the diamondback moth, Plutella xylostella."
imidacloprid,ChemicalEntity,Association,bifenthrin,ChemicalEntity,General association,1,10.040912,10.041,24772547,1,1,True,False,Sustainable management tactics for control of Phyllotreta cruciferae (Coleoptera: Chrysomelidae) on canola in Montana.
petroleum spray oils,ChemicalEntity,Association,Beauveria bassiana,OrganismTaxon,General association,1,10.040912,10.041,24772547,1,1,False,True,Sustainable management tactics for control of Phyllotreta cruciferae (Coleoptera: Chrysomelidae) on canola in Montana.
atrazine,ChemicalEntity,Association,ROS,ChemicalEntity,General association,1,10.040214,10.04,30308298,1,1,True,True,Atrazine exposure triggers common carp neutrophil apoptosis via the CYP450s/ROS pathway.
2-hydroxypropanoic acid,ChemicalEntity,Association,yeast,OrganismTaxon,General association,2,10.038782,10.039,23606131,1,2,False,False,"Stability of the pyrethroid pesticide bifenthrin in milled wheat during thermal processing, yeast and lactic acid fermentation, and storage."
2-hydroxypropanoic acid,ChemicalEntity,Association,bifenthrin,ChemicalEntity,General association,1,10.038782,10.039,23606131,1,1,True,False,"Stability of the pyrethroid pesticide bifenthrin in milled wheat during thermal processing, yeast and lactic acid fermentation, and storage."
cognitive impairments,DiseaseOrPhenotypicFeature,Association,AChE,GeneOrGeneProduct,General association,1,10.038782,10.039,23545134,1,1,False,False,"Chronic dietary exposure to chlorpyrifos causes behavioral impairments, low activity of brain membrane-bound acetylcholinesterase, and increased brain acetylcholinesterase-R mRNA."
imidacloprid,ChemicalEntity,Association,CYP6CY2,GeneOrGeneProduct,General association,3,10.03846,9.517,38879340,1,3,True,False,microRNA-3037 targeting CYP6CY2 confers imidacloprid resistance to Sitobion miscanthi (Takahashi).
chlorpyrifos,ChemicalEntity,Association,neurotoxicity,DiseaseOrPhenotypicFeature,General association,4,10.03809,9.665,39075981,1,4,True,False,Effect of chlorpyrifos on cypermethrin-induced dopaminergic neurotoxicity in rats.
[Ir(2)(micro-Cl)(2)[(S)-(R)-4](2)],ChemicalEntity,Association,"2,6-dimethylphenyl-1'-methyl-2'-methoxyethylimine",ChemicalEntity,General association,1,10.036984,10.037,14695572,1,1,False,True,Chiral iridium [corrected] xyliphos complexes for the catalytic imine hydrogenation leading to the metolachlor herbicide: isolation of catalyst-substrate adducts.
β-naphthol,ChemicalEntity,Association,type B carboxylesterase,GeneOrGeneProduct,General association,1,10.034842,10.035,24759049,1,1,False,True,Enzymes mediating resistance to lambda-cyhalothrin in Eriopis connexa (Coleoptera: Coccinellidae).
2-acetyloxyethyl(trimethyl)azanium,ChemicalEntity,Association,toxicity,DiseaseOrPhenotypicFeature,General association,2,10.028267,9.14,11814330 | 34733055,2,2,False,False,In vitro effects of organophosphorus anticholinesterases on muscarinic receptor-mediated inhibition of acetylcholine release in rat striatum.
calcium(2+),ChemicalEntity,Association,PKC,GeneOrGeneProduct,General association,2,10.025589,8.805,31153463,1,2,False,False,Uncovering malathion (an organophosphate insecticide) action on Ca2+ signal transduction and investigating the effects of BAPTA-AM (a cell-permeant Ca2+ chelator) on protective responses in glial cells.
Pancreatic Dysfunction,DiseaseOrPhenotypicFeature,Association,XBP1,GeneOrGeneProduct,General association,1,10.025235,10.025,39058097,1,1,False,False,Role of IRE1α/XBP1/CHOP/NLRP3 Signalling Pathway in Neonicotinoid Imidacloprid-Induced Pancreatic Dysfunction in Rats and Antagonism of Lycopene: In Vivo and Molecular Docking Simulation Approaches.
pyrethroid,ChemicalEntity,Association,glutathione-S-transferase,GeneOrGeneProduct,General association,1,10.023953,10.024,12495187,1,1,True,False,Cross-resistance to pyrethroid and organophosphorus insecticides induced by selection with temephos in Aedes aegypti (Diptera: Culicidae) from Cuba.
"8-methyl-[1,2,4]triazolo[3,4-b][1,3]benzothiazole",ChemicalEntity,Association,neonicotinoid,ChemicalEntity,General association,1,10.019022,10.019,35037685,1,1,True,False,"MFI, BEA and FAU zeolite scavenging role in neonicotinoids and radical species elimination."
organophosphate,ChemicalEntity,Association,neurotrophic factors,GeneOrGeneProduct,General association,1,10.01784,10.018,18502319,1,1,True,False,"Targeting of neurotrophic factors, their receptors, and signaling pathways in the developmental neurotoxicity of organophosphates in vivo and in vitro."
"2,6-dimethylphenyl-1'-methyl-2'-methoxyethylimine",ChemicalEntity,Association,[Ir(C(2)H(4))(2)(14)]BF(4),ChemicalEntity,General association,1,10.017363,10.017,14695572,1,1,False,True,Chiral iridium [corrected] xyliphos complexes for the catalytic imine hydrogenation leading to the metolachlor herbicide: isolation of catalyst-substrate adducts.
miR-499,GeneOrGeneProduct,Association,cyb561d2,GeneOrGeneProduct,General association,5,10.012275,9.311,27267425,1,5,False,False,miRNA-216 and miRNA-499 target cyb561d2 in zebrafish in response to fipronil exposure.
lead,ChemicalEntity,Association,P-450 reductase,GeneOrGeneProduct,General association,1,10.006207,10.006,3083808,1,1,False,False,The biochemical genetics of permethrin resistance in the Learn-PyR strain of house fly.
(2S)-2-aminopentanedioic acid,ChemicalEntity,Association,GS,GeneOrGeneProduct,General association,2,10.006197,9.599,24649940,1,2,False,False,β-cypermethrin-induced acute neurotoxicity in the cerebral cortex of mice.
miR-194a,GeneOrGeneProduct,Association,cyb561d2,GeneOrGeneProduct,General association,3,10.005877,9.042,27267425,1,3,False,False,miRNA-216 and miRNA-499 target cyb561d2 in zebrafish in response to fipronil exposure.
cyb561d2,GeneOrGeneProduct,Association,miR-194a,GeneOrGeneProduct,General association,6,10.002799,9.151,27267425,1,6,False,False,miRNA-216 and miRNA-499 target cyb561d2 in zebrafish in response to fipronil exposure.
cyb561d2,GeneOrGeneProduct,Association,miR-155,GeneOrGeneProduct,General association,3,10.002276,9.939,27267425,1,3,False,False,miRNA-216 and miRNA-499 target cyb561d2 in zebrafish in response to fipronil exposure.
beta-cypermethrin,ChemicalEntity,Association,carboxylesterase,GeneOrGeneProduct,General association,1,10.002241,10.002,24766444,1,1,True,False,"Correlation between pesticide resistance and enzyme activity in the diamondback moth, Plutella xylostella."
carboxylesterase,GeneOrGeneProduct,Association,Plutella xylostella,OrganismTaxon,General association,1,10.002241,10.002,24766444,1,0,False,False,"Correlation between pesticide resistance and enzyme activity in the diamondback moth, Plutella xylostella."
carbaril,ChemicalEntity,Association,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,ChemicalEntity,General association,1,9.994841,9.995,20027135,1,1,True,False,A review: oxidative stress in fish induced by pesticides.
Na+-K+-ATPase,ChemicalEntity,Association,mitochondrial damage,DiseaseOrPhenotypicFeature,General association,1,9.994771,9.995,36031576,1,1,False,True,[Protective effect of edaravone on chlorpyrifos-induced brain injury in rats and its mechanism].
pesticide,ChemicalEntity,Association,non-Hodgkin lymphoma,DiseaseOrPhenotypicFeature,General association,1,9.994269,9.994,35468782,1,1,False,True,Environmental pesticide exposure and non-Hodgkin lymphoma survival: a population-based study.
calcium(2+),ChemicalEntity,Association,PLC,GeneOrGeneProduct,General association,1,9.992706,9.993,31153463,1,1,False,False,Uncovering malathion (an organophosphate insecticide) action on Ca2+ signal transduction and investigating the effects of BAPTA-AM (a cell-permeant Ca2+ chelator) on protective responses in glial cells.
pendimethalin,ChemicalEntity,Association,Danio rerio,OrganismTaxon,General association,1,9.989434,9.989,34813896,1,0,True,False,Assessing sub-lethal effects of the dinitroaniline herbicide pendimethalin in zebrafish embryos/larvae (Danio rerio).
toxicity,DiseaseOrPhenotypicFeature,Association,catalase,GeneOrGeneProduct,General association,1,9.989434,9.989,34738321,1,1,False,False,Benchmark dose and the adverse effects of exposure to pendimethalin at low dose in female rats.
pesticide,ChemicalEntity,Association,bacterial,DiseaseOrPhenotypicFeature,General association,1,9.985371,9.985,17628715,1,1,False,True,"Combination of a pesticide exposure and a bacterial challenge: in vivo effects on immune response of Pacific oyster, Crassostrea gigas (Thunberg)."
paraquat,ChemicalEntity,Association,AccSTIP1,GeneOrGeneProduct,General association,1,9.984663,9.985,30128723,1,1,True,False,Characteristics of AccSTIP1 in Apis cerana cerana and its role during oxidative stress responses.
miR-155,GeneOrGeneProduct,Association,cyb561d2,GeneOrGeneProduct,General association,1,9.983108,9.983,27267425,1,1,False,False,miRNA-216 and miRNA-499 target cyb561d2 in zebrafish in response to fipronil exposure.
"3-(3,4-dichlorophenyl)-1,1-dimethylurea",ChemicalEntity,Association,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",ChemicalEntity,General association,1,9.98132,9.981,26519800,1,1,False,False,Fructose as a novel photosensitizer: Characterization of reactive oxygen species and an application in degradation of diuron and chlorpyrifos.
chlorantraniliprole,ChemicalEntity,Association,CK II,GeneOrGeneProduct,General association,1,9.981042,9.981,36797212,1,1,True,False,Comparative phosphoproteomics analysis provides insights into the responses of Chilo suppressalis to sublethal chlorantraniliprole exposure.
HOG1,GeneOrGeneProduct,Association,Sclerotinia sclerotiorum,OrganismTaxon,General association,1,9.9801035,9.98,33044139,1,0,False,False,Exploring the Biological and Molecular Characteristics of Resistance to Fludioxonil in Sclerotinia sclerotiorum From Soybean in China.
dimetachlone,ChemicalEntity,Association,SsHog,GeneOrGeneProduct,General association,1,9.9801035,9.98,33044139,1,1,True,False,Exploring the Biological and Molecular Characteristics of Resistance to Fludioxonil in Sclerotinia sclerotiorum From Soybean in China.
cypermethrin,ChemicalEntity,Association,halogen,ChemicalEntity,General association,2,9.979329,9.803,19067015,1,1,True,True,Adsorption of lambda-cyhalothrin and cypermethrin on two typical Chinese soils as affected by copper.
octan-1-ol,ChemicalEntity,Association,lambda-CHT,ChemicalEntity,General association,1,9.979329,9.979,19067015,1,1,False,True,Adsorption of lambda-cyhalothrin and cypermethrin on two typical Chinese soils as affected by copper.
glyphosate,ChemicalEntity,Association,fv04,GeneOrGeneProduct,General association,1,9.978746,9.979,34218722,1,1,True,False,Transcriptome analysis and identification of candidate genes involved in glyphosate resistance in the fungus Fusarium verticillioides.
miR-429,GeneOrGeneProduct,Association,cyb561d2,GeneOrGeneProduct,General association,2,9.978403,9.867,27267425,1,2,False,False,miRNA-216 and miRNA-499 target cyb561d2 in zebrafish in response to fipronil exposure.
chlorpyrifos,ChemicalEntity,Association,AMPK,GeneOrGeneProduct,General association,1,9.974426,9.974,31310849,1,1,True,False,Chlorpyrifos induced oxidative stress to promote apoptosis and autophagy through the regulation of miR-19a-AMPK axis in common carp.
"1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene",ChemicalEntity,Association,benzo[a]pyrene,ChemicalEntity,General association,2,9.971935,7.984,12523542 | 15907946,2,2,False,False,Biofouling confounds the uptake of trace organic contaminants by semi-permeable membrane devices (SPMDs).
"1,2,3,4,5,6-hexachlorocyclohexane",ChemicalEntity,Association,"2,3-bis[[(Z)-octadec-9-enoyl]oxy]propyl (Z)-octadec-9-enoate",ChemicalEntity,General association,1,9.971935,9.972,15907946,1,1,False,False,Uptake and depuration of PAHs and chlorinated pesticides by semi-permeable membrane devices (SPMDs) and green-lipped mussels (Perna viridis).
DFP,ChemicalEntity,Association,"2,2,2-trichloro-1-dimethoxyphosphorylethanol",ChemicalEntity,General association,1,9.971935,9.972,15888665,1,1,False,True,Blood acylpeptide hydrolase activity is a sensitive marker for exposure to some organophosphate toxicants.
N'-phenylacetohydrazide,ChemicalEntity,Association,"(2S)-2,5-diaminopentanoic acid;2-phenylacetic acid",ChemicalEntity,General association,1,9.971935,9.972,15888665,1,1,False,False,Blood acylpeptide hydrolase activity is a sensitive marker for exposure to some organophosphate toxicants.
alpha-cypermethrin,ChemicalEntity,Association,"N-butan-2-yl-4-tert-butyl-2,6-dinitroaniline",ChemicalEntity,General association,1,9.971935,9.972,15895843,1,1,True,False,"Effects of pesticides on the peripheral and central nervous system in tobacco farmers in Malaysia: studies on peripheral nerve conduction, brain-evoked potentials and computerized posturography."
anthracene,ChemicalEntity,Association,benzo[a]pyrene,ChemicalEntity,General association,1,9.971935,9.972,15907946,1,1,False,False,Uptake and depuration of PAHs and chlorinated pesticides by semi-permeable membrane devices (SPMDs) and green-lipped mussels (Perna viridis).
butifos,ChemicalEntity,Association,APH,GeneOrGeneProduct,General association,1,9.971935,9.972,15888665,1,1,True,False,Blood acylpeptide hydrolase activity is a sensitive marker for exposure to some organophosphate toxicants.
chlorfenapyr,ChemicalEntity,Association,toxicity,DiseaseOrPhenotypicFeature,General association,1,9.971935,9.972,15889742,1,1,True,False,Efficacy of simulated barrier treatments against laboratory colonies of Pharaoh ant.
